age,gender,state_of_origin,distance_from_home_km,marital_status,has_children,admission_score,secondary_school_type,secondary_cgpa,year_of_study,current_cgpa,course_load_per_semester,attendance_percentage,number_of_failed_courses,number_of_repeated_courses,semester_gpa_trend,department,program_difficulty,scholarship_status,family_income_level,fee_payment_status,has_part_time_job,receives_allowance,financial_stress_level,library_visits_per_week,online_platform_usage_hours,participation_in_clubs,has_mentor,peer_study_groups,social_integration_score,accommodation_type,health_status,stress_level,received_academic_counseling,tutoring_sessions_attended,motivation_level,career_clarity,family_support,previous_warnings,probation_status,is_stem,will_dropout
20,Male,Katsina,150,Single,0,303,Public,4.46,1,2.35,25,30,2,3,Improving,Law,Very_High,Partial,Low,Fully_Paid,0,0,High,0,28,1,1,1,1,Off_Campus,Poor,Moderate,1,19,Very_Low,Unclear,Low,3,0,0,1
26,Male,Katsina,718,Single,0,348,Public,4.73,1,2.73,16,92,1,6,Declining,Business_Admin,Low,None,Medium,Partially_Paid,1,0,Moderate,8,14,0,0,0,1,Off_Campus,Good,Low,1,9,Moderate,Unclear,High,1,0,0,0
21,Male,Anambra,695,Single,0,319,Public,2.5,3,2.84,20,44,14,4,Stable,Arts,Very_High,None,Low,Partially_Paid,1,1,Moderate,11,12,0,1,1,1,Private_Hostel,Good,High,0,15,Very_High,Somewhat_Clear,Moderate,1,0,0,1
23,Female,Oyo,561,Single,0,334,Private,4.45,3,3.43,23,81,5,1,Declining,Arts,High,None,Low,Fully_Paid,0,1,Low,1,3,0,0,1,6,Campus_Hostel,Good,Very_High,0,10,High,Unclear,Moderate,2,0,0,0
23,Female,Oyo,427,Single,0,263,Public,4.13,1,2.95,14,68,7,5,Declining,Business_Admin,Very_High,None,Medium,Owing,0,1,Moderate,6,15,0,0,0,1,Campus_Hostel,Fair,Very_High,0,17,High,Very_Clear,Low,2,1,0,1
19,Female,Ekiti,276,Single,0,180,Public,3.76,1,3.49,29,38,8,6,Stable,Law,Moderate,None,Low,Partially_Paid,1,1,High,13,23,0,0,1,8,Living_with_Family,Poor,Moderate,0,8,High,Clear,High,1,0,0,0
21,Male,Ogun,334,Single,0,186,Public,2.79,1,1.81,13,37,2,4,Stable,Business_Admin,Low,Full,Low,Fully_Paid,0,1,High,11,10,0,1,1,6,Campus_Hostel,Poor,Moderate,1,1,Moderate,Clear,Low,2,0,0,1
19,Female,Katsina,359,Single,0,310,Public,4.48,4,2.03,29,90,5,1,Improving,Science,High,None,Medium,Partially_Paid,0,1,High,4,16,1,0,0,5,Campus_Hostel,Excellent,Very_High,0,14,High,Unclear,High,3,0,1,1
24,Male,Anambra,445,Single,0,228,Public,4.94,4,4.63,24,59,14,6,Stable,Agriculture,Moderate,Partial,Low,Fully_Paid,0,1,Moderate,14,24,1,1,0,3,Off_Campus,Excellent,High,0,6,Very_High,Unclear,Very_Low,2,1,0,0
18,Male,Anambra,751,Single,0,292,Public,2.41,2,2.2,15,37,7,3,Improving,Medicine,Moderate,Partial,Medium,Partially_Paid,1,0,High,9,17,0,0,0,9,Private_Hostel,Good,Moderate,1,6,High,Somewhat_Clear,Very_High,0,0,1,1
16,Male,Borno,705,Single,0,303,Public,4.1,1,4.91,23,88,9,5,Stable,Business_Admin,High,Full,Low,Fully_Paid,0,1,Moderate,6,27,0,1,1,8,Campus_Hostel,Good,High,0,8,Low,Very_Unclear,Very_Low,1,0,0,0
20,Female,Lagos,427,Single,0,284,Public,2.2,2,2.28,13,33,12,2,Stable,Science,Moderate,Partial,Medium,Partially_Paid,0,1,Low,13,16,0,1,1,1,Living_with_Family,Poor,Very_High,0,4,High,Somewhat_Clear,Low,3,0,1,1
23,Female,Delta,503,Single,0,341,Public,3.84,1,2.37,21,89,12,1,Improving,Education,Very_High,None,Low,Fully_Paid,0,1,High,3,9,0,0,1,6,Off_Campus,Excellent,High,0,4,Moderate,Clear,Moderate,3,1,0,1
21,Male,Kaduna,624,Single,1,192,Public,4.67,2,2.51,21,97,10,1,Improving,Business_Admin,Moderate,None,Low,Partially_Paid,0,1,Moderate,14,13,0,1,0,2,Living_with_Family,Good,Moderate,0,14,High,Unclear,Moderate,4,1,0,1
26,Female,Edo,183,Single,0,308,Public,3.79,2,3.3,26,91,8,0,Declining,Medicine,Very_High,Partial,Medium,Fully_Paid,1,0,High,1,9,1,0,0,3,Off_Campus,Fair,Very_High,0,14,Low,Somewhat_Clear,Low,3,0,1,1
22,Female,Ogun,297,Married,0,309,Private,2.65,4,4.84,25,71,4,6,Improving,Business_Admin,Very_High,None,Low,Fully_Paid,1,0,Low,13,9,1,0,1,5,Private_Hostel,Fair,High,0,3,Moderate,Very_Unclear,Very_High,4,1,0,0
26,Male,Oyo,53,Single,0,252,Public,3.84,4,2.34,18,89,2,7,Stable,Environmental_Studies,Low,None,Low,Partially_Paid,1,1,Moderate,2,3,0,0,1,9,Off_Campus,Good,Low,1,7,Moderate,Unclear,Moderate,4,0,0,1
21,Female,Edo,151,Single,0,188,Public,3.71,2,3.9,17,86,1,0,Declining,Social_Sciences,Moderate,None,Low,Owing,1,0,Very_High,1,14,0,0,1,3,Campus_Hostel,Excellent,Very_High,0,13,High,Very_Clear,High,2,0,0,0
27,Female,Kaduna,292,Single,0,346,Public,2.35,2,4.5,17,80,5,0,Stable,Social_Sciences,High,None,High,Owing,0,0,Very_High,2,29,0,0,1,4,Private_Hostel,Good,High,1,8,Moderate,Very_Unclear,High,2,0,0,0
21,Female,Ekiti,223,Married,1,298,Public,4.97,3,2.58,24,60,12,7,Declining,Environmental_Studies,Low,Partial,Low,Owing,1,1,High,11,15,1,1,0,2,Living_with_Family,Good,Low,0,4,Low,Somewhat_Clear,High,1,0,0,1
26,Male,Enugu,456,Single,0,324,Public,2.19,1,2.07,25,69,8,6,Stable,Law,High,Partial,Medium,Partially_Paid,0,0,Very_High,6,10,1,1,1,4,Living_with_Family,Poor,High,0,10,High,Somewhat_Clear,Very_Low,2,0,0,1
20,Male,Ekiti,449,Single,1,301,Public,4.75,3,2.02,18,81,4,5,Declining,Arts,Moderate,Full,Medium,Partially_Paid,0,0,Very_High,11,5,1,0,0,5,Off_Campus,Good,Moderate,0,13,Moderate,Very_Unclear,High,0,0,0,1
23,Female,Anambra,16,Single,0,326,Public,2.54,3,3.91,22,37,9,7,Stable,Engineering,Low,None,High,Fully_Paid,0,0,Very_High,11,8,1,1,1,7,Private_Hostel,Good,High,0,6,Low,Clear,Moderate,3,0,1,0
21,Male,Lagos,722,Single,1,193,Private,4.42,1,3.31,26,33,6,3,Stable,Engineering,Moderate,Partial,High,Fully_Paid,0,1,Moderate,14,1,0,1,0,1,Campus_Hostel,Good,Moderate,0,9,High,Very_Clear,Moderate,3,0,1,0
20,Male,Kano,627,Single,0,338,Public,2.16,1,2.55,27,80,9,7,Improving,Law,High,None,Medium,Fully_Paid,0,1,Very_High,4,26,1,1,1,8,Private_Hostel,Good,Low,1,16,Moderate,Very_Unclear,High,4,0,0,0
18,Female,Ekiti,545,Single,1,227,Private,3.76,1,2.73,28,98,13,4,Stable,Social_Sciences,High,Partial,Low,Owing,0,1,Moderate,14,7,0,0,1,6,Campus_Hostel,Fair,Moderate,1,2,Moderate,Very_Unclear,Very_High,4,0,0,1
16,Female,Edo,68,Single,0,275,Public,2.18,1,2.8,14,91,5,0,Stable,Agriculture,Low,None,Low,Partially_Paid,0,1,Moderate,11,11,0,0,0,9,Off_Campus,Fair,High,1,6,Moderate,Somewhat_Clear,High,3,1,0,0
20,Female,Edo,103,Single,0,221,Private,4.85,1,2.84,17,90,2,7,Declining,Law,Moderate,None,High,Partially_Paid,1,0,Low,5,14,0,0,0,7,Off_Campus,Good,Low,0,2,Moderate,Somewhat_Clear,Very_High,1,0,0,0
26,Male,Anambra,129,Single,0,260,Public,2.36,3,2.45,19,60,13,0,Declining,Business_Admin,Very_High,None,Low,Fully_Paid,1,0,Moderate,2,14,0,0,0,7,Off_Campus,Good,Moderate,0,8,Moderate,Somewhat_Clear,Very_High,2,0,0,1
22,Male,Kaduna,790,Single,0,195,Public,4.63,1,3.43,28,64,9,0,Stable,Medicine,High,None,Medium,Fully_Paid,1,1,High,12,21,1,0,1,2,Private_Hostel,Poor,High,0,0,Moderate,Very_Clear,High,2,0,1,0
22,Female,Edo,571,Married,0,187,Public,3.65,1,1.64,23,42,5,1,Stable,Law,High,None,Low,Owing,0,0,Moderate,9,17,1,0,0,2,Campus_Hostel,Excellent,Very_High,0,7,Very_Low,Clear,Very_Low,3,1,0,1
17,Male,Enugu,430,Single,0,247,Public,2.63,1,4.37,23,56,5,5,Stable,Engineering,Moderate,None,Low,Partially_Paid,1,0,High,11,19,1,0,1,4,Campus_Hostel,Good,High,0,16,High,Unclear,Moderate,4,0,1,0
24,Female,Rivers,386,Married,0,300,Private,4.53,4,4.03,19,75,9,0,Declining,Engineering,High,None,Low,Owing,1,0,Very_High,2,4,0,0,0,4,Off_Campus,Excellent,High,0,7,Moderate,Very_Unclear,High,2,0,1,1
21,Female,Enugu,343,Single,1,242,Private,4.94,2,4.45,14,72,13,6,Stable,Education,Very_High,None,Low,Fully_Paid,0,1,Moderate,0,21,1,0,0,7,Off_Campus,Fair,Moderate,0,14,High,Somewhat_Clear,Very_Low,1,1,0,0
23,Male,Anambra,332,Single,0,295,Public,4.85,2,3.1,27,60,0,3,Stable,Medicine,High,None,Low,Fully_Paid,0,1,Low,8,20,0,1,1,9,Campus_Hostel,Good,Moderate,0,8,Moderate,Somewhat_Clear,High,0,0,1,0
24,Female,Kaduna,658,Married,0,258,Private,3.67,3,3.58,16,73,13,4,Stable,Environmental_Studies,Moderate,Partial,Medium,Fully_Paid,1,0,Very_High,13,12,0,0,0,4,Campus_Hostel,Fair,Low,0,15,Moderate,Clear,Low,4,0,0,1
21,Female,Rivers,156,Single,0,328,Public,4.29,4,1.6,18,31,0,4,Stable,Agriculture,Moderate,None,Medium,Partially_Paid,0,0,Low,2,14,1,0,1,3,Living_with_Family,Good,Very_High,0,17,High,Clear,High,4,0,0,0
19,Female,Anambra,605,Single,1,286,Public,3.1,2,3.04,16,90,12,4,Declining,Engineering,Moderate,None,Low,Partially_Paid,0,1,Moderate,13,12,1,1,1,6,Off_Campus,Poor,Moderate,0,1,Moderate,Very_Clear,Moderate,0,0,1,0
24,Female,Katsina,369,Single,1,293,Public,2.15,2,3.95,25,96,8,7,Stable,Education,High,None,Medium,Partially_Paid,0,1,Low,12,17,1,0,0,1,Living_with_Family,Fair,Moderate,0,3,High,Unclear,Very_Low,0,0,0,0
23,Female,Oyo,42,Single,0,197,Public,4.81,4,4.85,15,30,1,6,Stable,Medicine,Moderate,None,Low,Partially_Paid,1,0,Low,14,23,0,0,0,4,Off_Campus,Poor,Low,0,6,Low,Very_Unclear,High,1,0,1,0
22,Male,Imo,569,Single,0,225,Public,4.2,2,2.95,29,50,7,5,Declining,Science,High,None,High,Owing,1,1,Low,7,28,1,0,1,5,Private_Hostel,Good,Moderate,0,5,Low,Unclear,Low,4,0,1,1
16,Female,Borno,237,Single,0,335,Public,2.23,4,2.93,15,44,1,5,Stable,Engineering,Low,Partial,Low,Fully_Paid,1,0,Moderate,8,20,0,0,1,6,Off_Campus,Excellent,High,1,8,Moderate,Very_Unclear,Low,0,0,1,0
17,Female,Katsina,43,Single,0,266,Public,2.01,3,2.62,29,85,13,2,Stable,Science,High,Partial,Medium,Fully_Paid,0,1,Moderate,7,4,0,0,0,9,Private_Hostel,Good,High,0,7,Moderate,Clear,Low,1,0,1,1
16,Female,Kano,398,Married,0,295,Public,2.51,4,4.9,29,41,12,7,Improving,Arts,Very_High,None,Low,Partially_Paid,1,1,High,5,7,0,1,1,9,Off_Campus,Good,Very_High,0,10,Low,Very_Unclear,Very_High,4,0,0,0
22,Male,Kaduna,667,Single,0,222,Public,4.11,4,1.71,20,32,2,2,Improving,Social_Sciences,Low,None,Low,Fully_Paid,1,0,High,2,27,0,1,1,9,Living_with_Family,Fair,Very_High,0,14,Very_Low,Unclear,Very_High,2,1,0,1
27,Female,Imo,561,Single,0,225,Public,4.52,5,4.72,28,82,11,0,Stable,Education,Moderate,Partial,Low,Fully_Paid,0,1,High,2,5,0,0,0,4,Off_Campus,Excellent,Moderate,0,11,Moderate,Unclear,Moderate,0,0,0,0
20,Male,Ogun,658,Single,0,198,Private,2.65,5,1.98,25,71,7,0,Declining,Medicine,Moderate,Partial,Medium,Owing,0,1,Moderate,1,25,0,0,0,3,Campus_Hostel,Fair,Moderate,0,0,Low,Somewhat_Clear,High,2,0,1,1
24,Female,Ekiti,264,Single,0,327,Private,3.36,4,2.87,22,99,5,1,Stable,Science,Moderate,None,Low,Partially_Paid,1,1,High,9,18,0,0,0,2,Living_with_Family,Fair,Moderate,1,9,Moderate,Very_Unclear,High,2,0,1,0
22,Male,Katsina,73,Single,0,213,Private,4.76,1,2.2,14,45,9,3,Declining,Law,High,Partial,Medium,Fully_Paid,0,0,Moderate,13,29,0,0,1,9,Campus_Hostel,Good,High,0,4,Very_Low,Very_Unclear,Very_High,1,0,0,1
16,Female,Oyo,511,Single,0,186,Public,4.45,2,2.08,17,51,11,7,Improving,Engineering,Moderate,None,Medium,Fully_Paid,1,0,High,7,17,0,0,0,9,Off_Campus,Good,High,0,19,Low,Clear,High,2,0,1,1
23,Female,Imo,619,Single,1,302,Private,4.22,4,3.08,29,35,8,3,Stable,Environmental_Studies,Moderate,None,Medium,Partially_Paid,0,0,High,1,21,1,0,1,9,Off_Campus,Good,High,0,19,Very_Low,Very_Clear,Low,3,0,0,0
17,Female,Enugu,26,Single,0,184,Private,4.31,2,2.65,21,45,10,6,Improving,Engineering,Moderate,None,Low,Partially_Paid,1,1,Low,3,3,1,1,1,3,Off_Campus,Poor,Very_High,0,6,Moderate,Clear,Very_High,1,0,1,0
22,Male,Katsina,652,Single,0,254,Public,3.86,3,4.59,17,67,2,3,Improving,Engineering,Moderate,Full,Low,Partially_Paid,1,1,Very_High,2,9,0,0,1,5,Private_Hostel,Good,Low,0,12,High,Clear,Very_High,2,0,1,0
18,Male,Anambra,350,Single,0,263,Public,2.3,1,1.5,27,78,2,6,Improving,Law,Moderate,None,Low,Fully_Paid,1,0,Low,11,0,1,0,0,6,Off_Campus,Excellent,High,0,19,Moderate,Somewhat_Clear,High,2,0,0,0
18,Female,Borno,476,Single,0,325,Private,3.6,4,3.93,18,56,11,5,Declining,Agriculture,Moderate,Full,Low,Fully_Paid,0,0,Low,1,26,0,1,0,7,Off_Campus,Excellent,Very_High,1,5,Moderate,Very_Unclear,Low,3,0,0,0
17,Female,Ekiti,335,Single,0,205,Private,3.18,4,4.52,15,69,14,1,Declining,Education,Low,None,Medium,Fully_Paid,0,0,Low,7,21,0,0,0,6,Private_Hostel,Good,Low,1,18,Very_High,Clear,Very_High,2,1,0,1
17,Male,Katsina,471,Single,0,266,Public,2.1,1,2.75,15,93,7,1,Stable,Environmental_Studies,Moderate,None,Low,Fully_Paid,1,1,Low,8,9,0,1,0,9,Campus_Hostel,Good,Moderate,1,19,Moderate,Unclear,Low,2,0,0,0
25,Female,Ogun,797,Single,0,262,Public,4.63,2,4.14,20,49,4,1,Improving,Engineering,Moderate,None,Medium,Fully_Paid,1,0,Low,7,6,1,1,0,6,Off_Campus,Fair,High,0,3,Moderate,Clear,Moderate,2,1,1,0
21,Female,Imo,644,Single,0,189,Public,4.88,2,2.92,23,60,7,2,Stable,Business_Admin,Moderate,None,Low,Fully_Paid,1,0,Moderate,14,20,1,0,0,9,Off_Campus,Good,Low,0,5,Moderate,Somewhat_Clear,High,4,0,0,0
26,Male,Oyo,454,Single,0,300,Private,4.24,4,3.14,13,90,10,2,Improving,Business_Admin,High,None,Low,Partially_Paid,1,1,Moderate,12,3,1,1,0,5,Private_Hostel,Excellent,Moderate,1,6,Very_Low,Unclear,Very_High,4,0,0,0
27,Male,Imo,604,Single,0,308,Public,2.56,2,4.54,25,51,12,5,Improving,Social_Sciences,Moderate,Full,Low,Owing,0,1,Low,5,15,1,0,1,1,Campus_Hostel,Fair,High,1,0,Moderate,Very_Unclear,High,4,0,0,0
25,Female,Lagos,516,Single,0,189,Public,3.4,1,4.9,26,86,14,3,Stable,Arts,Moderate,None,Low,Partially_Paid,0,1,Low,12,29,0,0,0,6,Off_Campus,Good,Very_High,0,19,High,Unclear,Very_High,2,0,0,0
27,Male,Rivers,325,Single,0,303,Public,3.53,3,4.18,14,66,5,2,Stable,Environmental_Studies,Moderate,None,Medium,Fully_Paid,1,0,Moderate,7,1,0,0,1,5,Living_with_Family,Good,Low,0,7,Very_High,Very_Clear,Low,1,1,0,0
21,Male,Oyo,472,Single,0,238,Public,2.88,1,3.48,16,39,0,3,Stable,Science,High,None,Low,Owing,0,0,High,9,16,0,1,1,2,Private_Hostel,Good,Moderate,0,5,Moderate,Unclear,High,4,0,1,0
21,Male,Ekiti,205,Single,0,263,Public,2.82,4,3.71,25,34,10,1,Declining,Social_Sciences,Low,Partial,Low,Fully_Paid,1,1,Moderate,4,3,0,1,0,5,Private_Hostel,Good,Moderate,0,14,Moderate,Clear,Low,0,0,0,0
16,Female,Ogun,733,Single,0,243,Public,2.05,2,3.38,22,78,13,6,Improving,Social_Sciences,Moderate,None,High,Fully_Paid,1,1,Low,8,29,0,0,0,8,Living_with_Family,Good,Moderate,0,8,Low,Somewhat_Clear,High,2,0,0,0
20,Female,Enugu,596,Single,0,205,Public,4.92,5,4.67,17,32,11,6,Stable,Medicine,Moderate,None,Medium,Fully_Paid,0,1,Moderate,13,11,1,1,1,2,Private_Hostel,Good,Very_High,0,3,High,Unclear,Moderate,0,1,1,0
21,Female,Katsina,379,Single,0,308,Private,3.05,3,1.51,16,37,7,0,Improving,Arts,Moderate,None,Low,Owing,0,1,Low,5,11,1,0,0,5,Private_Hostel,Good,Low,1,17,Moderate,Somewhat_Clear,High,3,0,0,1
25,Male,Ogun,404,Single,0,209,Private,3.31,1,4.23,17,74,14,2,Declining,Engineering,Moderate,None,Low,Partially_Paid,0,1,Low,5,12,1,1,1,4,Campus_Hostel,Poor,Low,0,17,Very_Low,Clear,Moderate,3,0,1,0
26,Female,Borno,247,Single,0,290,Public,2.82,2,2.57,21,73,10,6,Declining,Environmental_Studies,Moderate,Partial,Low,Fully_Paid,1,1,High,5,16,0,1,1,1,Off_Campus,Poor,High,0,16,Moderate,Somewhat_Clear,Moderate,1,1,0,1
27,Male,Rivers,488,Married,0,261,Public,2.57,1,1.53,15,38,3,2,Improving,Engineering,Low,None,Medium,Fully_Paid,1,1,Very_High,14,0,0,1,0,9,Campus_Hostel,Excellent,Low,0,8,Moderate,Very_Clear,Very_Low,2,0,1,1
27,Male,Delta,54,Single,0,349,Public,3.53,1,1.83,20,99,4,0,Stable,Science,Very_High,None,Medium,Fully_Paid,0,0,Moderate,7,8,1,0,0,4,Campus_Hostel,Good,High,0,1,High,Very_Unclear,Very_Low,3,1,1,1
19,Male,Borno,497,Single,0,222,Private,4.49,5,4.52,17,59,0,4,Declining,Education,Moderate,Partial,Medium,Partially_Paid,1,0,High,1,18,0,0,0,4,Campus_Hostel,Poor,Low,0,12,High,Somewhat_Clear,Low,1,1,0,0
24,Female,Ogun,654,Single,0,230,Public,3.74,1,2.51,20,90,12,4,Stable,Medicine,Low,None,Low,Partially_Paid,1,1,Low,7,3,0,0,0,5,Living_with_Family,Fair,Low,0,16,Moderate,Somewhat_Clear,Moderate,4,0,1,1
24,Male,Lagos,616,Single,0,302,Public,3.62,3,4.14,27,74,5,6,Stable,Social_Sciences,High,None,Low,Fully_Paid,0,1,High,9,9,1,0,1,4,Living_with_Family,Fair,Low,1,12,Very_Low,Very_Clear,High,1,0,0,0
22,Female,Imo,245,Single,0,289,Public,3.6,3,4.42,12,71,0,6,Declining,Medicine,High,None,Medium,Fully_Paid,0,1,Low,5,27,0,1,0,5,Off_Campus,Good,Moderate,0,11,Very_High,Somewhat_Clear,Moderate,4,0,1,0
19,Male,Imo,770,Single,1,243,Public,3.02,1,3.18,25,99,3,5,Stable,Engineering,Low,Partial,Low,Partially_Paid,0,1,Moderate,10,6,0,0,0,8,Private_Hostel,Poor,Moderate,1,14,Low,Somewhat_Clear,Low,0,1,1,0
24,Female,Rivers,498,Single,0,275,Private,2.89,4,2.56,13,58,5,4,Declining,Engineering,High,None,High,Fully_Paid,0,0,Low,10,0,0,1,0,2,Campus_Hostel,Good,High,1,12,Very_Low,Somewhat_Clear,High,4,1,1,1
27,Male,Borno,754,Single,0,248,Private,2.14,2,2.85,27,88,11,5,Stable,Social_Sciences,Moderate,Partial,High,Partially_Paid,0,0,Moderate,1,28,1,0,1,6,Campus_Hostel,Fair,High,1,7,Moderate,Somewhat_Clear,Very_High,0,0,0,0
20,Female,Delta,609,Single,0,302,Public,3.86,4,2.74,24,99,14,5,Stable,Environmental_Studies,Low,Partial,Low,Owing,0,1,Low,1,17,0,0,0,9,Campus_Hostel,Fair,Moderate,0,2,High,Somewhat_Clear,Moderate,4,1,0,1
17,Male,Ekiti,79,Married,1,246,Public,3.59,4,2.23,24,90,7,5,Stable,Business_Admin,Moderate,None,Medium,Owing,0,0,Low,13,4,1,0,1,3,Campus_Hostel,Poor,Low,0,12,Low,Somewhat_Clear,High,1,1,0,1
26,Male,Lagos,600,Single,0,336,Private,2.56,2,2.28,17,84,13,7,Stable,Medicine,High,None,High,Fully_Paid,0,0,Low,4,10,0,0,0,6,Campus_Hostel,Fair,Low,0,19,Very_High,Somewhat_Clear,Moderate,3,0,1,1
25,Male,Ogun,538,Single,0,341,Public,3.27,2,2.58,20,83,2,4,Improving,Education,Moderate,None,Low,Partially_Paid,0,1,Moderate,3,7,0,0,0,1,Campus_Hostel,Excellent,Moderate,0,10,High,Clear,Moderate,4,0,0,0
26,Male,Delta,740,Single,0,301,Public,3.1,1,2.73,21,32,13,7,Declining,Social_Sciences,Moderate,Partial,Low,Partially_Paid,1,1,Very_High,7,25,0,1,1,6,Off_Campus,Fair,High,1,12,Moderate,Clear,High,2,0,0,1
25,Male,Oyo,581,Single,1,248,Private,4.57,2,1.95,25,45,8,3,Improving,Social_Sciences,Very_High,Partial,Medium,Owing,0,1,Moderate,5,8,0,0,1,8,Off_Campus,Good,High,0,7,Moderate,Very_Clear,Low,0,0,0,1
21,Female,Imo,56,Single,0,217,Public,2.68,2,4.6,15,38,13,5,Improving,Social_Sciences,Low,None,Medium,Partially_Paid,0,0,Low,10,29,0,1,0,4,Off_Campus,Excellent,Low,0,14,Very_High,Somewhat_Clear,High,1,0,0,0
18,Male,Kaduna,209,Single,0,321,Private,4.77,5,3.71,17,78,1,0,Stable,Environmental_Studies,Very_High,None,Low,Partially_Paid,0,1,Very_High,14,24,1,0,0,8,Campus_Hostel,Poor,High,1,6,Moderate,Somewhat_Clear,Very_Low,0,0,0,0
23,Female,Anambra,510,Single,0,266,Private,3.66,2,2.6,13,78,13,3,Declining,Environmental_Studies,High,Partial,Low,Fully_Paid,0,1,Moderate,0,19,0,0,1,1,Private_Hostel,Excellent,Very_High,0,8,High,Clear,Very_Low,2,1,0,1
26,Male,Anambra,406,Single,0,255,Public,2.94,2,1.63,18,67,7,6,Stable,Education,High,None,Medium,Owing,1,1,Very_High,0,22,1,0,1,2,Campus_Hostel,Good,Very_High,1,15,Very_Low,Somewhat_Clear,Moderate,1,0,0,1
25,Male,Imo,93,Single,0,257,Public,4.88,2,2.74,24,99,1,2,Improving,Engineering,Moderate,None,Low,Partially_Paid,1,1,Moderate,2,19,1,0,0,6,Living_with_Family,Fair,Very_High,0,17,High,Very_Unclear,Low,2,0,1,0
22,Male,Kano,510,Single,0,193,Public,2.84,1,3.44,12,82,0,2,Declining,Engineering,Low,None,Low,Partially_Paid,1,1,Moderate,2,16,1,0,0,2,Living_with_Family,Excellent,High,0,0,Moderate,Very_Clear,Moderate,2,0,1,0
18,Male,Imo,771,Single,0,196,Private,4.13,2,2.43,28,85,6,5,Declining,Medicine,Moderate,None,Low,Owing,0,0,High,0,17,0,0,1,8,Off_Campus,Fair,Moderate,1,7,Moderate,Somewhat_Clear,Moderate,0,0,1,1
18,Male,Kaduna,352,Single,0,236,Public,3.55,1,4.44,27,40,3,5,Stable,Engineering,Moderate,None,Low,Partially_Paid,1,1,Moderate,13,26,0,0,0,3,Campus_Hostel,Excellent,Low,0,14,Moderate,Unclear,High,4,0,1,0
27,Male,Kano,708,Married,0,291,Public,2.46,4,1.57,18,31,2,0,Improving,Engineering,High,None,Medium,Fully_Paid,1,1,Moderate,2,0,0,0,0,3,Campus_Hostel,Fair,Moderate,1,14,High,Very_Unclear,High,1,1,1,1
16,Female,Delta,297,Single,0,343,Private,2.88,2,4.0,19,36,6,6,Stable,Education,Moderate,None,Medium,Fully_Paid,1,1,Low,5,4,0,0,0,2,Off_Campus,Good,High,1,9,Moderate,Somewhat_Clear,Moderate,0,0,0,0
16,Female,Katsina,654,Single,0,281,Public,4.64,4,4.33,21,66,9,6,Declining,Business_Admin,Moderate,Partial,Low,Partially_Paid,1,0,Moderate,2,18,0,0,0,8,Living_with_Family,Good,Moderate,1,6,Moderate,Somewhat_Clear,Moderate,0,0,0,0
27,Male,Katsina,319,Single,0,259,Private,3.15,2,2.53,18,71,4,0,Improving,Engineering,High,None,Medium,Owing,0,0,Low,10,10,1,0,1,5,Off_Campus,Fair,Very_High,0,16,High,Somewhat_Clear,High,2,0,1,1
22,Male,Anambra,508,Single,0,333,Private,4.02,1,1.86,27,87,6,2,Stable,Business_Admin,High,None,Medium,Fully_Paid,1,0,Moderate,4,18,1,0,0,7,Off_Campus,Good,Very_High,0,6,High,Very_Unclear,Low,2,0,0,1
18,Male,Kaduna,749,Married,0,278,Public,2.14,2,3.26,16,49,8,2,Improving,Arts,Low,None,Medium,Partially_Paid,1,1,High,4,5,1,0,1,5,Off_Campus,Good,Moderate,1,6,High,Unclear,High,0,0,0,0
21,Female,Edo,154,Single,1,226,Private,2.94,2,4.71,15,91,5,4,Stable,Science,High,Partial,Low,Fully_Paid,1,1,Moderate,12,14,0,0,1,7,Campus_Hostel,Good,Low,0,16,Moderate,Very_Unclear,High,2,0,1,0
25,Female,Ogun,540,Single,0,313,Private,2.78,2,3.97,12,61,13,3,Improving,Environmental_Studies,High,None,Low,Fully_Paid,0,0,High,6,19,1,0,0,7,Living_with_Family,Poor,Moderate,0,7,High,Unclear,Low,0,1,0,1
25,Male,Kaduna,128,Single,0,214,Private,4.53,4,3.17,13,76,5,1,Declining,Engineering,Low,None,Low,Fully_Paid,0,1,Moderate,8,20,1,0,0,1,Living_with_Family,Good,High,1,12,Moderate,Clear,Low,3,0,1,0
27,Female,Kano,65,Single,0,246,Public,4.24,1,2.38,21,53,7,0,Improving,Law,Moderate,Full,Medium,Owing,0,1,Moderate,6,4,0,0,0,5,Off_Campus,Fair,High,0,15,High,Somewhat_Clear,Moderate,4,0,0,1
20,Male,Imo,712,Single,0,207,Public,3.47,2,1.63,25,96,14,2,Stable,Law,High,None,Low,Partially_Paid,1,1,High,8,23,0,0,0,8,Private_Hostel,Good,Low,1,2,High,Clear,Moderate,3,1,0,1
18,Female,Edo,414,Single,1,224,Public,3.27,2,4.29,13,98,12,2,Declining,Education,Moderate,None,Low,Fully_Paid,0,1,Low,0,28,0,0,0,4,Off_Campus,Fair,Moderate,0,8,High,Very_Unclear,Very_Low,3,1,0,1
27,Male,Delta,568,Single,0,264,Public,3.57,4,3.34,27,80,13,0,Stable,Agriculture,High,None,High,Fully_Paid,0,1,High,10,15,1,1,1,9,Off_Campus,Good,High,0,10,High,Somewhat_Clear,Low,0,0,0,1
22,Male,Katsina,776,Single,0,266,Public,3.18,1,4.02,20,32,11,0,Stable,Engineering,Moderate,None,Low,Fully_Paid,0,0,Low,5,11,1,0,0,6,Living_with_Family,Good,High,0,13,Moderate,Clear,High,0,0,1,0
